DIRECCION ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMA,FECHA,DIA_SEMANA,RANGO_EDAD
CR 59B CL 98,Motociclista,herido,Choque,M,42,1,2021-04-01,Thursday,31-45
CL 110 CR 38B,Conductor,herido,Choque,M,62,1,2021-04-02,Friday,60+
CL 110 CR 38B,Pasajero,herido,Choque,M,32,1,2021-04-02,Friday,31-45
CL 72 CR 6,Motociclista,herido,Choque,M,34,1,2021-04-02,Friday,31-45
CR 6 CL 72,Motociclista,herido,Choque,M,31,1,2021-04-02,Friday,31-45
CR 38B CL 68,Motociclista,herido,Choque,F,29,1,2021-04-03,Saturday,18-30
CR 38B CL 68,Pasajero,herido,Choque,M,28,1,2021-04-03,Saturday,18-30
CR 6 33 04,Peaton,herido,Choque,F,29,1,2021-04-04,Sunday,18-30
CR 21 CL 45B,Motociclista,herido,Choque,M,59,1,2021-04-05,Monday,46-60
VIA 40 CL 68,Motociclista,herido,Choque,M,32,1,2021-04-06,Tuesday,31-45
CL 76 CR 6,Peaton,herido,Atropello,M,63,1,2021-04-07,Wednesday,60+
CL 110 CR 6D,Acompa̱ante,herido,Caida Ocupante,M,39,1,2021-04-08,Thursday,31-45
CL 54 CR 45,Motociclista,herido,Choque,M,40,1,2021-04-08,Thursday,31-45
CL 76 CR 6,Peaton,herido,Atropello,M,20,1,2021-04-09,Friday,18-30
CR 51B CL 84,Pasajero,herido,Caida Ocupante,M,14,1,2021-04-09,Friday,<18
CR 54 CL 70,Pasajero,herido,Choque,M,51,1,2021-04-09,Friday,46-60
CR 38 CL 61,Conductor,herido,Choque,M,36,1,2021-04-10,Saturday,31-45
CR 38 CL 61,Pasajero,herido,Choque,M,32,1,2021-04-10,Saturday,31-45
CL 75 CR 53,Conductor,herido,Choque,M,34,1,2021-04-11,Sunday,31-45
AV CORDIALIDAD CL 73C,Peaton,herido,Atropello,M,21,1,2021-04-12,Monday,18-30
CL 30 CR 36,Peaton,herido,Atropello,M,20,1,2021-04-12,Monday,18-30
CL 30 CR 20,Motociclista,herido,Choque,M,41,1,2021-04-12,Monday,31-45
CL 70B CR 27,Pasajero,herido,Caida Ocupante,M,69,1,2021-04-13,Tuesday,60+
AV CIRCUNVALAR CL 70,Acompa̱ante,herido,Choque,M,26,1,2021-04-13,Tuesday,18-30
AV CIRCUNVALAR CL 70,Motociclista,herido,Choque,M,34,1,2021-04-13,Tuesday,31-45
CL 30 CR 15,Motociclista,herido,Choque,M,27,1,2021-04-13,Tuesday,18-30
CL 62 CR 45,Conductor,herido,Choque,F,61,1,2021-04-13,Tuesday,60+
CR 25B CL 63,Acompa̱ante,herido,Choque,F,43,1,2021-04-13,Tuesday,31-45
CR 43 CL 110,Pasajero,herido,Choque,F,35,1,2021-04-13,Tuesday,31-45
CR 49C CL 90,Motociclista,herido,Choque,M,39,1,2021-04-13,Tuesday,31-45
VIA 40 CL 58,Motociclista,herido,Choque,M,27,1,2021-04-13,Tuesday,18-30
CL 31 CR 27,Motociclista,herido,Choque,M,26,1,2021-04-14,Wednesday,18-30
CL 31 CR 27,Pasajero,herido,Choque,M,29,1,2021-04-14,Wednesday,18-30
CL 31 CR 27,Pasajero,herido,Choque,M,37,1,2021-04-14,Wednesday,31-45
CL 31 CR 27,Pasajero,herido,Choque,M,49,1,2021-04-14,Wednesday,46-60
CL 72 CR 39B,Motociclista,herido,Choque,M,67,1,2021-04-14,Wednesday,60+
AV CIRCUNVALAR CL 48,Motociclista,herido,Choque,M,25,1,2021-04-15,Thursday,18-30
CL 108 CR 14,Motociclista,herido,Choque,M,61,1,2021-04-15,Thursday,60+
CR 44 CL 59,Motociclista,herido,Choque,M,53,1,2021-04-15,Thursday,46-60
CR 44 CL 68,Conductor,herido,Choque,M,56,1,2021-04-15,Thursday,46-60
CR 44 CL 68,Pasajero,herido,Choque,M,31,1,2021-04-15,Thursday,31-45
CL 30 CR 33,Ciclista,herido,Choque,F,13,1,2021-04-16,Friday,<18
CR 14 CL 64,Motociclista,herido,Choque,M,32,1,2021-04-16,Friday,31-45
CR 14 CL 64,Pasajero,herido,Choque,M,25,1,2021-04-16,Friday,18-30
CR 2 CL 37D,Motociclista,herido,Choque,F,59,1,2021-04-16,Friday,46-60
CR 37 CL 107,Motociclista,herido,Choque,M,35,1,2021-04-17,Saturday,31-45
CR 38 CL 120,Motociclista,herido,Choque,M,28,1,2021-04-17,Saturday,18-30
CL 110 CR 43,Motociclista,herido,Choque,M,30,1,2021-04-18,Sunday,18-30
AV 110 CL 47,Pasajero,herido,Choque,M,18,1,2021-04-19,Monday,18-30
AV 110 CL 47,Pasajero,herido,Choque,M,22,1,2021-04-19,Monday,18-30
CL 19 CR 1,Acompa̱ante,herido,Choque,F,40,1,2021-04-19,Monday,31-45
CL 24 CR 23,Motociclista,herido,Choque,M,25,1,2021-04-19,Monday,18-30
CL 24 CR 23,Motociclista,herido,Choque,M,42,1,2021-04-19,Monday,31-45
CL 72 CR 41-27,Pasajero,herido,Choque,F,24,1,2021-04-19,Monday,18-30
CR 45 CL 37-28,Ciclista,herido,Choque,M,57,1,2021-04-19,Monday,46-60
CR 38 CL 30-34,Peaton,herido,Atropello,M,19,1,2021-04-20,Tuesday,18-30
CL 17 CR 7,Motociclista,herido,Choque,M,30,1,2021-04-20,Tuesday,18-30
CL 17 CR 7,Motociclista,herido,Choque,M,33,1,2021-04-20,Tuesday,31-45
CL 17 CR 7,Pasajero,herido,Choque,M,27,1,2021-04-20,Tuesday,18-30
CL 51 CR 27,Motociclista,herido,Choque,M,34,1,2021-04-21,Wednesday,31-45
AV 110 CR 43,Motociclista,herido,Choque,M,30,1,2021-04-22,Thursday,18-30
CL 57 CR 23,Motociclista,herido,Choque,M,37,1,2021-04-23,Friday,31-45
CL 61 CR 47,Conductor,herido,Choque,M,37,1,2021-04-23,Friday,31-45
CL 99 CR 53,Motociclista,herido,Choque,M,36,1,2021-04-23,Friday,31-45
CR 38 CL 68,Motociclista,herido,Choque,F,20,1,2021-04-23,Friday,18-30
CR 58 CL 85,Motociclista,herido,Choque,M,25,1,2021-04-24,Saturday,18-30
KM 2.5 VIA BARRANQUILLA,Conductor,herido,Volcamiento,M,26,1,2021-04-25,Sunday,18-30
KM 2.5 VIA BARRANQUILLA,Pasajero,herido,Volcamiento,M,28,1,2021-04-25,Sunday,18-30
KM 2.5 VIA BARRANQUILLA,Pasajero,herido,Volcamiento,M,32,1,2021-04-25,Sunday,31-45
KM 2.5 VIA BARRANQUILLA,Pasajero,herido,Volcamiento,M,39,1,2021-04-25,Sunday,31-45
CL 60 CR 6,Peaton,herido,Atropello,M,16,1,2021-04-26,Monday,<18
CL 24 CR 12 Y CR 13,Motociclista,herido,Choque,M,25,1,2021-04-26,Monday,18-30
CL 30 CR 32-80,Ciclista,herido,Choque,M,26,1,2021-04-26,Monday,18-30
CL 30 CR 43,Peaton,herido,Choque,M,30,1,2021-04-26,Monday,18-30
CL 47C CR 21,Pasajero,herido,Choque,F,19,1,2021-04-26,Monday,18-30
CL 47C CR 21,Pasajero,herido,Choque,F,48,1,2021-04-26,Monday,46-60
CL 47C CR 21,Pasajero,herido,Choque,F,56,1,2021-04-26,Monday,46-60
CL 47C CR 21,Pasajero,herido,Choque,M,23,1,2021-04-26,Monday,18-30
CL 47C CR 21,Pasajero,herido,Choque,M,26,1,2021-04-26,Monday,18-30
CL 47C CR 21,Pasajero,herido,Choque,M,29,1,2021-04-26,Monday,18-30
CL 47C CR 21,Pasajero,herido,Choque,M,46,1,2021-04-26,Monday,46-60
CL 19 CR 01,Peaton,muerto,Atropello,M,30,1,2021-04-27,Tuesday,18-30
CL 110 CR 26,Motociclista,herido,Choque,M,26,1,2021-04-27,Tuesday,18-30
CL 48 CR 38,Motociclista,herido,Choque,M,58,1,2021-04-27,Tuesday,46-60
CL 110 CR 6,Motociclista,herido,Atropello,F,22,1,2021-04-28,Wednesday,18-30
CL 110 CR 6,Peaton,herido,Atropello,M,26,1,2021-04-28,Wednesday,18-30
CR 43 CL 32-20,Motociclista,herido,Atropello,M,35,1,2021-04-28,Wednesday,31-45
CR 43 CL 32-20,Peaton,herido,Atropello,M,19,1,2021-04-28,Wednesday,18-30
CR 38 CL 29,Pasajero,muerto,Atropello,M,45,1,2021-04-29,Thursday,31-45
CL 17 7 150,Ciclista,herido,Choque,M,19,1,2021-04-29,Thursday,18-30
VIA 40 CR 50,Motociclista,herido,Choque,M,45,1,2021-04-29,Thursday,31-45
CL 30 CR 1,Motociclista,herido,Choque,M,50,1,2021-04-30,Friday,46-60
CL 96 AV CIRCUNVALAR CR 15 SUR,Motociclista,herido,Choque,M,33,1,2021-04-30,Friday,31-45
CR 51 CL 82-264,Conductor,herido,Choque,F,78,1,2021-04-30,Friday,60+
VIA 40 CR 67B,Acompa̱ante,herido,Choque,M,17,1,2021-04-30,Friday,<18
VIA 40 CR 67B,Conductor,herido,Choque,M,32,1,2021-04-30,Friday,31-45
CL 31 CR 27,Conductor,herido,Choque,M,26,1,2021-05-01,Saturday,18-30
CL 31 CR 27,Pasajero,herido,Choque,F,22,1,2021-05-01,Saturday,18-30
CL 47 CR 21B,Acompa̱ante,herido,Choque,M,20,1,2021-05-01,Saturday,18-30
CL 47 CR 21B,Motociclista,herido,Choque,M,25,1,2021-05-01,Saturday,18-30
CL 72 CR 6,Motociclista,herido,Choque,M,29,1,2021-05-01,Saturday,18-30
CL 96 CR 6,Motociclista,herido,Choque,F,23,1,2021-05-01,Saturday,18-30
CL 96 CR 6,Pasajero,herido,Choque,F,27,1,2021-05-01,Saturday,18-30
CL 110 CR 75A,Ciclista,herido,Choque,M,53,1,2021-05-02,Sunday,46-60
CL 8 CR 38 Y 41,Pasajero,herido,Choque,M,50,1,2021-05-03,Monday,46-60
CL 8 CR 38 Y 41,Pasajero,herido,Choque,M,51,1,2021-05-03,Monday,46-60
CR 65 CL 109,Peaton,herido,Atropello,M,33,1,2021-05-04,Tuesday,31-45
CL 19 CR 3B,Ciclista,herido,Choque,M,35,1,2021-05-04,Tuesday,31-45
CL 68 CR 34B,Motociclista,herido,Choque,M,32,1,2021-05-04,Tuesday,31-45
CL 72 CR 71,Conductor,herido,Choque,F,40,1,2021-05-04,Tuesday,31-45
CL 84 CR 78B,Motociclista,herido,Choque,M,30,1,2021-05-04,Tuesday,18-30
CR 49 CL 68,Motociclista,herido,Choque,M,65,1,2021-05-04,Tuesday,60+
CR 9G CL 53,Pasajero,herido,Choque,F,40,1,2021-05-05,Wednesday,31-45
CL 110 CR 43,Motociclista,herido,Choque,M,38,1,2021-05-06,Thursday,31-45
CL 38 CR 21,Motociclista,herido,Choque,M,22,1,2021-05-06,Thursday,18-30
CL 84 CR 42H,Motociclista,herido,Choque,M,32,1,2021-05-06,Thursday,31-45
CR 55 CL 106,Acompa̱ante,herido,Choque,M,73,1,2021-05-06,Thursday,60+
CR 52C CL 94,Conductor,herido,Choque,F,46,1,2021-05-07,Friday,46-60
CL 49 CR 8,Pasajero,herido,Choque,F,8,1,2021-05-08,Saturday,<18
CL 49 CR 8,Pasajero,herido,Choque,F,25,1,2021-05-08,Saturday,18-30
CL 61 CR 41,Motociclista,herido,Choque,M,33,1,2021-05-08,Saturday,31-45
CR 8 CL 40,Motociclista,herido,Choque,M,50,1,2021-05-08,Saturday,46-60
CR 8 CL 40,Pasajero,herido,Choque,F,42,1,2021-05-08,Saturday,31-45
CL 21 CR 15,Pasajero,herido,Choque,F,39,2,2021-05-09,Sunday,31-45
CL 21 CR 15,Pasajero,herido,Choque,F,62,1,2021-05-09,Sunday,60+
CL 21 CR 15,Pasajero,herido,Choque,M,23,1,2021-05-09,Sunday,18-30
CL 35 CR 9D,Ciclista,herido,Choque,M,21,1,2021-05-09,Sunday,18-30
CL 35 CR 9D,Motociclista,herido,Choque,M,52,1,2021-05-09,Sunday,46-60
CL 51B CR 15 SUR,Acompa̱ante,herido,Choque,M,30,1,2021-05-09,Sunday,18-30
CL 51B CR 15 SUR,Motociclista,herido,Choque,M,32,1,2021-05-09,Sunday,31-45
CL 90 CR 4SUR,Motociclista,herido,Atropello,M,27,1,2021-05-10,Monday,18-30
CL 90 CR 4SUR,Pasajero,herido,Atropello,F,50,1,2021-05-10,Monday,46-60
CL 31 CR 30,Motociclista,herido,Choque,M,40,1,2021-05-10,Monday,31-45
CL 34 CR 5D,Motociclista,herido,Choque,M,39,1,2021-05-10,Monday,31-45
CL 38B CR 17,Motociclista,herido,Choque,M,33,1,2021-05-10,Monday,31-45
CL 99 CR 6,Pasajero,herido,Choque,F,23,1,2021-05-10,Monday,18-30
CL 99 CR 6,Pasajero,herido,Choque,F,28,1,2021-05-10,Monday,18-30
CL 99 CR 6,Pasajero,herido,Choque,F,55,1,2021-05-10,Monday,46-60
CR 59C CL 81,Motociclista,herido,Choque,M,24,1,2021-05-10,Monday,18-30
AV CIRCUNAVALAR CL 73,Pasajero,herido,Choque,M,65,1,2021-05-11,Tuesday,60+
CL 33 CR 22,Motociclista,herido,Choque,M,22,1,2021-05-11,Tuesday,18-30
CL 6 CR 46 Y CR 45,Motociclista,herido,Choque,M,38,1,2021-05-11,Tuesday,31-45
CR 45 CL 48,Motociclista,herido,Choque,M,66,1,2021-05-11,Tuesday,60+
CR 49C CL 90,Conductor,herido,Choque,M,34,1,2021-05-11,Tuesday,31-45
CL 110 43-508,Pasajero,herido,Choque,F,24,1,2021-05-12,Wednesday,18-30
AV CIRCUNVALAR CL 96,Pasajero,herido,Choque,M,11,1,2021-05-13,Thursday,<18
AV CIRCUNVALAR CL 96,Pasajero,herido,Choque,M,17,1,2021-05-13,Thursday,<18
AV CIRCUNVALAR CL 96,Pasajero,herido,Choque,M,47,1,2021-05-13,Thursday,46-60
CL  94 CR 65,Motociclista,herido,Choque,M,47,1,2021-05-13,Thursday,46-60
CL 45 CR 11 SUR,Ciclista,herido,Choque,M,31,1,2021-05-13,Thursday,31-45
CL 45 CR 11 SUR,Motociclista,herido,Choque,M,37,1,2021-05-13,Thursday,31-45
CL 45 CR 8,Conductor,herido,Choque,F,47,1,2021-05-13,Thursday,46-60
CL 45 CR 8,Motociclista,herido,Choque,M,28,1,2021-05-13,Thursday,18-30
CL 45 CR 8,Pasajero,herido,Choque,M,38,1,2021-05-13,Thursday,31-45
CL 53 CR 28,Motociclista,herido,Choque,M,32,1,2021-05-13,Thursday,31-45
CL 70B CR 31,Motociclista,herido,Choque,M,30,1,2021-05-13,Thursday,18-30
CR 43 CL 68,Conductor,herido,Choque,F,65,1,2021-05-13,Thursday,60+
CR 43 CL 68,Pasajero,herido,Choque,M,44,1,2021-05-13,Thursday,31-45
VIA 40 CL 70-59,Conductor,herido,Choque,M,41,1,2021-05-13,Thursday,31-45
CL 91 CR 71,Motociclista,herido,Choque,M,26,1,2021-05-14,Friday,18-30
AV CIRCUNVALAR CL 48F,Motociclista,herido,Choque,M,28,1,2021-05-15,Saturday,18-30
AV CIRCUNVALAR CL 48F,Pasajero,herido,Choque,M,22,1,2021-05-15,Saturday,18-30
CL 110 CR 82,Motociclista,herido,Choque,M,30,1,2021-05-15,Saturday,18-30
CL 17 CR 19,Ciclista,herido,Choque,M,19,1,2021-05-15,Saturday,18-30
CL 47A CR 20,Motociclista,herido,Choque,M,42,1,2021-05-15,Saturday,31-45
CL 53 CR 33,Conductor,herido,Choque,M,39,1,2021-05-15,Saturday,31-45
CL 53 CR 33,Pasajero,herido,Choque,F,61,1,2021-05-15,Saturday,60+
CR 20 CL 51,Conductor,herido,Choque,M,57,1,2021-05-15,Saturday,46-60
CR 20 CL 51,Pasajero,herido,Choque,M,28,1,2021-05-15,Saturday,18-30
CR 43 CL 72,Pasajero,herido,Choque,M,40,1,2021-05-15,Saturday,31-45
CL 84 CR 44,Motociclista,herido,Choque,F,25,1,2021-05-16,Sunday,18-30
CL 84 CR 44,Motociclista,herido,Choque,M,24,1,2021-05-16,Sunday,18-30
CR 6 DIAG 88,Peaton,herido,Atropello,M,45,1,2021-05-17,Monday,31-45
CL 70 CR 15 SUR,Acompa̱ante,herido,Choque,F,29,1,2021-05-17,Monday,18-30
CL 70 CR 15 SUR,Motociclista,herido,Choque,M,32,1,2021-05-17,Monday,31-45
CL 70 CR 15 SUR,Motociclista,herido,Choque,M,36,1,2021-05-17,Monday,31-45
CL 84 CR 59,Motociclista,herido,Choque,M,23,1,2021-05-17,Monday,18-30
CR 10 CL 18,Peaton,herido,Atropello,M,4,1,2021-05-18,Tuesday,<18
AV 110 CR 6 E,Ciclista,herido,Caida Ocupante,M,32,1,2021-05-18,Tuesday,31-45
AV 110 CR 6 E,Pasajero,herido,Caida Ocupante,M,35,1,2021-05-18,Tuesday,31-45
CL 110 CR 14 SUR,Motociclista,herido,Choque,M,31,1,2021-05-18,Tuesday,31-45
CL 87 CR 76,Motociclista,herido,Choque,M,31,1,2021-05-18,Tuesday,31-45
CR 52 CL 80,Conductor,herido,Choque,F,28,1,2021-05-18,Tuesday,18-30
CL 110 CR 6D,Conductor,herido,Choque,M,41,1,2021-05-19,Wednesday,31-45
CL 110 CR 6D,Pasajero,herido,Choque,F,27,1,2021-05-19,Wednesday,18-30
CL 35 CR 27,Pasajero,herido,Choque,M,36,1,2021-05-19,Wednesday,31-45
CL 53 CR 53,Motociclista,herido,Caida Ocupante,M,34,1,2021-05-20,Thursday,31-45
AV 110 CR 38,Ciclista,herido,Choque,M,39,1,2021-05-20,Thursday,31-45
AV CIRCUNVALAR CR 10,Acompa̱ante,herido,Choque,M,22,1,2021-05-20,Thursday,18-30
AV CIRCUNVALAR CR 10,Motociclista,herido,Choque,M,22,1,2021-05-20,Thursday,18-30
CR 44 CL 72,Pasajero,herido,Caida Ocupante,F,33,1,2021-05-21,Friday,31-45
CL 15 CR 60,Motociclista,herido,Choque,M,28,1,2021-05-21,Friday,18-30
CL 17 CR 33B,Acompa̱ante,herido,Choque,F,2,1,2021-05-21,Friday,<18
CL 17 CR 33B,Ciclista,herido,Choque,M,27,1,2021-05-21,Friday,18-30
CL 17 CR 33B,Motociclista,herido,Choque,M,45,1,2021-05-21,Friday,31-45
CL 17 CR 33B,Pasajero,herido,Choque,F,18,1,2021-05-21,Friday,18-30
CL 59 CR 9,Motociclista,herido,Choque,M,32,1,2021-05-21,Friday,31-45
CL 65C CR 20,Conductor,herido,Choque,M,23,1,2021-05-21,Friday,18-30
CR 36 CL 87,Ciclista,herido,Choque,M,32,1,2021-05-21,Friday,31-45
CR 54 CL 74,Conductor,herido,Choque,F,55,1,2021-05-21,Friday,46-60
CL 98 CR 15 SUR,Pasajero,herido,Caida Ocupante,F,52,1,2021-05-22,Saturday,46-60
CL 110 18 SUR 100,Motociclista,herido,Choque,F,29,1,2021-05-23,Sunday,18-30
CL 51B CR 3D,Motociclista,herido,Choque,M,28,1,2021-05-23,Sunday,18-30
CL 88 CR 71,Motociclista,herido,Choque,M,46,1,2021-05-23,Sunday,46-60
CR 21 CL 40B,Motociclista,herido,Choque,M,38,1,2021-05-23,Sunday,31-45
CR 45B CL 94,Pasajero,herido,Choque,M,6,1,2021-05-23,Sunday,<18
CR 6 CL 73C,Ciclista,herido,Choque,M,17,1,2021-05-23,Sunday,<18
CR 6 CL 73C,Motociclista,herido,Choque,M,23,1,2021-05-23,Sunday,18-30
CR 6 CL 73C,Pasajero,herido,Choque,M,61,1,2021-05-23,Sunday,60+
CL 38 CR 35,Peaton,herido,Atropello,M,27,1,2021-05-24,Monday,18-30
CL 30 CR 21B,Motociclista,herido,Choque,M,36,1,2021-05-24,Monday,31-45
CL 60 CR 21B,Acompa̱ante,herido,Choque,M,42,1,2021-05-24,Monday,31-45
CL 79 CR 51B,Conductor,herido,Choque,M,41,1,2021-05-24,Monday,31-45
CL 79 CR 51B,Pasajero,herido,Choque,M,52,1,2021-05-24,Monday,46-60
CR 20 CL 36B,Motociclista,herido,Choque,M,35,1,2021-05-24,Monday,31-45
CR 65 CL 96,Ciclista,herido,Choque,M,45,1,2021-05-24,Monday,31-45
CL 5 CR 9 + KM 1,Motociclista,herido,Choque,M,22,1,2021-05-25,Tuesday,18-30
CL 5 CR 9 + KM 1,Pasajero,herido,Choque,M,46,1,2021-05-25,Tuesday,46-60
CR 22 CL 37,Motociclista,herido,Choque,M,34,1,2021-05-25,Tuesday,31-45
CR 8 CL 36B,Motociclista,herido,Choque,M,32,1,2021-05-25,Tuesday,31-45
CL 30 13 51,Motociclista,herido,Choque,M,31,1,2021-05-26,Wednesday,31-45
CR 4B CL 23,Motociclista,herido,Choque,M,29,1,2021-05-26,Wednesday,18-30
VIA 40 78,Acompa̱ante,herido,Choque,M,27,1,2021-05-26,Wednesday,18-30
VIA 40 78,Motociclista,herido,Choque,M,24,1,2021-05-26,Wednesday,18-30
CL 110 CR 6E,Motociclista,herido,Choque,M,34,1,2021-05-27,Thursday,31-45
CL 110 CR 6E,Pasajero,herido,Choque,M,38,1,2021-05-27,Thursday,31-45
CL 30 CR 29,Peaton,herido,Choque,F,71,1,2021-05-27,Thursday,60+
CL 36B CR 17,Motociclista,herido,Choque,M,29,1,2021-05-27,Thursday,18-30
CL 48 CR 24,Acompa̱ante,herido,Choque,M,25,1,2021-05-27,Thursday,18-30
CL 48 CR 24,Motociclista,herido,Choque,M,25,1,2021-05-27,Thursday,18-30
CL 52 CR 64,Motociclista,herido,Choque,M,29,1,2021-05-27,Thursday,18-30
CL 99 CR 58,Motociclista,herido,Choque,M,26,1,2021-05-27,Thursday,18-30
CL 99 CR 9C,Motociclista,herido,Choque,M,34,1,2021-05-27,Thursday,31-45
CR 46 CL 75,Conductor,herido,Choque,M,45,1,2021-05-27,Thursday,31-45
CR 20 CL 53D,Motociclista,herido,Choque,M,21,1,2021-05-28,Friday,18-30
CR 53 ENTRE 58 Y 60,Pasajero,herido,Choque,M,18,1,2021-05-28,Friday,18-30
CL 30 CR 36,Peaton,herido,Atropello,F,45,1,2021-05-29,Saturday,31-45
CL 24 CR 12,Motociclista,herido,Choque,M,18,1,2021-05-29,Saturday,18-30
CL 24 CR 12,Motociclista,herido,Choque,M,19,1,2021-05-29,Saturday,18-30
CL 24 CR 12,Pasajero,herido,Choque,F,19,1,2021-05-29,Saturday,18-30
CL 57 CR 37,Motociclista,herido,Choque,M,19,1,2021-05-29,Saturday,18-30
CL 31 CR 12,Motociclista,herido,Choque,M,22,1,2021-05-30,Sunday,18-30
CL 70 CR 54,Conductor,herido,Choque,M,23,1,2021-05-30,Sunday,18-30
CL 76 CR 50,Acompa̱ante,herido,Choque,M,42,1,2021-05-30,Sunday,31-45
CL 76 CR 50,Conductor,herido,Choque,M,27,1,2021-05-30,Sunday,18-30
CR 18 CL 73,Motociclista,herido,Choque,M,29,1,2021-05-30,Sunday,18-30
AV CIRCUNVALAR CR 7,Acompa̱ante,herido,Choque,M,36,1,2021-05-31,Monday,31-45
AV CIRCUNVALAR CR 7,Conductor,herido,Choque,M,27,1,2021-05-31,Monday,18-30
CL 110 43C 91,Motociclista,herido,Choque,M,24,1,2021-05-31,Monday,18-30
CL 110 CR 6,Pasajero,herido,Choque,M,9,1,2021-05-31,Monday,<18
CL 110 CR 6,Pasajero,herido,Choque,M,11,1,2021-05-31,Monday,<18
CL 110 CR 6,Pasajero,herido,Choque,M,27,1,2021-05-31,Monday,18-30
CL 110 CR 6,Pasajero,herido,Choque,M,28,1,2021-05-31,Monday,18-30
CL 110 CR 6,Pasajero,herido,Choque,M,43,1,2021-05-31,Monday,31-45
CL 110 CR 6,Pasajero,herido,Choque,M,65,1,2021-05-31,Monday,60+
CL 110 CR 9G,Pasajero,herido,Choque,M,4,1,2021-05-31,Monday,<18
CR 14 CL 44,Acompa̱ante,herido,Choque,M,42,1,2021-05-31,Monday,31-45
CR 14 CL 44,Motociclista,herido,Choque,M,20,1,2021-05-31,Monday,18-30
AV CIRCUNVALAR CR 43 Y 46,Pasajero,herido,Choque,M,39,1,2021-06-01,Tuesday,31-45
CL 110 CR 43,Motociclista,herido,Choque,M,25,1,2021-06-01,Tuesday,18-30
CL 29 CR 23,Motociclista,herido,Choque,M,19,1,2021-06-01,Tuesday,18-30
CL 47 CR 26,Pasajero,herido,Choque,F,31,1,2021-06-01,Tuesday,31-45
CL 47 CR 26,Pasajero,herido,Choque,M,6,1,2021-06-01,Tuesday,<18
CL 47 CR 26,Pasajero,herido,Choque,M,69,1,2021-06-01,Tuesday,60+
CR 15 SUR CL 48,Pasajero,herido,Choque,F,24,1,2021-06-01,Tuesday,18-30
CR 45 CL 84,Motociclista,herido,Choque,M,49,1,2021-06-01,Tuesday,46-60
CL 45 CR 36,Peaton,herido,Atropello,M,42,1,2021-06-02,Wednesday,31-45
AV 110 CR 98,Pasajero,herido,Choque,M,52,1,2021-06-03,Thursday,46-60
CL 52 CR 37,Ciclista,herido,Choque,F,40,1,2021-06-03,Thursday,31-45
CL 78 CR 6,Pasajero,herido,Choque,M,37,1,2021-06-03,Thursday,31-45
CR 15 SUR CL 70 - 220,Motociclista,herido,Choque,M,36,1,2021-06-03,Thursday,31-45
CR 21 87 82,Motociclista,herido,Choque,M,47,1,2021-06-03,Thursday,46-60
CR 54 CL 58 Y CL 60,Conductor,herido,Choque,M,31,1,2021-06-03,Thursday,31-45
CL 51B2 CR 3 SUR,Peaton,herido,Atropello,M,4,1,2021-06-04,Friday,<18
CL 56 9L 23,Peaton,herido,Atropello,M,77,1,2021-06-04,Friday,60+
CL 43 CR 27,Motociclista,herido,Choque,M,29,1,2021-06-04,Friday,18-30
CR 43 CL 93,Motociclista,herido,Choque,F,36,1,2021-06-04,Friday,31-45
CL 34 CR 46,Conductor,herido,Choque,M,42,1,2021-06-05,Saturday,31-45
CL 88 CR 45B,Acompa̱ante,herido,Choque,F,26,1,2021-06-05,Saturday,18-30
CL 88 CR 45B,Motociclista,herido,Choque,M,38,1,2021-06-05,Saturday,31-45
CR 23 CL 23,Ciclista,herido,Choque,M,18,1,2021-06-05,Saturday,18-30
CR 30 FRENTE 10 23,Ciclista,herido,Choque,M,16,1,2021-06-05,Saturday,<18
CL 85 CR 80,Pasajero,herido,Choque,M,46,1,2021-06-06,Sunday,46-60
CR 8 CL 33,Motociclista,herido,Choque,M,47,1,2021-06-06,Sunday,46-60
CR 8 CL 48,Motociclista,herido,Choque,M,29,1,2021-06-06,Sunday,18-30
CL 72 CR 58,Acompa̱ante,herido,Choque,M,20,1,2021-06-07,Monday,18-30
CL 88 CR 6,Motociclista,herido,Choque,M,36,1,2021-06-07,Monday,31-45
CR 38 CL 140,Motociclista,herido,Choque,M,24,1,2021-06-07,Monday,18-30
CR 38 CL 140,Pasajero,herido,Choque,M,22,1,2021-06-07,Monday,18-30
CR 43 CL 66,Ciclista,herido,Choque,M,27,1,2021-06-07,Monday,18-30
AV 110 CR 26,Peaton,herido,Atropello,M,49,1,2021-06-08,Tuesday,46-60
CR 6 CL 76,Pasajero,herido,Atropello,M,12,1,2021-06-08,Tuesday,<18
CR 51 CL 41,Motociclista,herido,Choque,M,31,1,2021-06-08,Tuesday,31-45
CL 47 CR 6 SUR,Pasajero,herido,Caida Ocupante,M,47,1,2021-06-09,Wednesday,46-60
CL 110 CR 14,Motociclista,herido,Choque,M,38,1,2021-06-09,Wednesday,31-45
CL 36B CR 8,Conductor,herido,Choque,M,45,1,2021-06-09,Wednesday,31-45
CL 36B CR 8,Motociclista,herido,Choque,M,40,1,2021-06-09,Wednesday,31-45
CL 54 CR 14,Motociclista,herido,Choque,M,23,1,2021-06-09,Wednesday,18-30
